,Address,Size,Rooms,Floor,Total floors,Price (eur),Price per m2 (eur/m2),Type,Date,Advertiser
0,Beograd Opština Stari grad Centar Simina ,27,1.5,I,4,92000,3407,Premium,10.02.2021.,Agencija
1,Beograd Opština Vračar Cvetni trg Resavska ,113,4.5,V,6,290000,2566,Premium,07.02.2021.,Agencija
2,Beograd Opština Čukarica Čukarička padina Stevana Đurđevića Trošarinca ,28,1.0,III,7,54900,1961,Premium,10.02.2021.,Agencija
3,Beograd Opština Palilula Karaburma Kamčatska ,31,0.5,I,5,47000,1516,Premium,10.02.2021.,Agencija
4,Beograd Opština Vračar Crveni krst Starca Vujadina ,51,2.5,III,4,102900,2018,Premium,10.02.2021.,Agencija
5,Beograd Opština Stari grad Trg Republike despota stefana ,130,4.0,I,6,297000,2285,Premium,04.02.2021.,Agencija
6,Beograd Opština Novi Beograd Blok 67 (Belvil) Jurija Gagarina ,120,3.0,X,10,280000,2333,Premium,10.02.2021.,Agencija
7,Beograd Opština Voždovac Autokomanda Jove Ilića ,90,4.0,IV,5,240000,2667,Premium,10.02.2021.,Agencija
8,Beograd Opština Vračar Crveni krst Kajmakčalanska ,170,4.0,VI,6,500000,2941,Premium,10.02.2021.,Agencija
9,Beograd Opština Voždovac Dušanovac Danielova ,52,2.5,I,3,92000,1769,Premium,10.02.2021.,Vlasnik
10,Beograd Opština Palilula Cvijićeva Cvijićeva ,55,3.0,I,9,132000,2400,Premium,10.02.2021.,Agencija
11,Beograd Opština Palilula Cvijićeva Cvijićeva ,41,1.5,I,9,94300,2300,Premium,10.02.2021.,Agencija
12,Beograd Opština Palilula Cvijićeva Cvijićeva ,57,2.5,I,9,136800,2400,Premium,10.02.2021.,Agencija
13,Beograd Opština Zemun Donji grad Petra Kočića 14 ,8433,4.0,VPR,8,166000,1968,Premium,10.02.2021.,Investitor
14,Beograd Opština Palilula Cvijićeva Cvijićeva ,101,4.0,I,9,252500,2500,Premium,10.02.2021.,Agencija
15,Beograd Opština Vračar Bulevar kralja Aleksandra Bulevar kralja Aleksandra ,62,2.5,II,5,143000,2306,Premium,10.02.2021.,Agencija
16,Beograd Opština Novi Beograd Blok 67 (Belvil) Djordja Stanojevića ,103,4.0,VIII,13,288400,2800,Premium,10.02.2021.,Agencija
17,Beograd Opština Stari grad Centar Simina ,27,1.5,I,4,92000,3407,Premium,09.02.2021.,Agencija
18,Beograd Opština Novi Beograd Arena Antifašističke borbe ,86,3.0,II,6,197800,2300,Premium,10.02.2021.,Agencija
19,Beograd Opština Stari grad Kalemegdan Cara Uroša ,63,2.5,II,5,167000,2651,Premium,10.02.2021.,Agencija
20,Beograd Opština Stari grad Centar Simina ,27,1.5,I,4,92000,3407,Premium,10.02.2021.,Agencija
21,Beograd Opština Vračar Cvetni trg Resavska ,113,4.5,V,6,290000,2566,Premium,07.02.2021.,Agencija
22,Beograd Opština Čukarica Čukarička padina Stevana Đurđevića Trošarinca ,28,1.0,III,7,54900,1961,Premium,10.02.2021.,Agencija
23,Beograd Opština Palilula Karaburma Kamčatska ,31,0.5,I,5,47000,1516,Premium,10.02.2021.,Agencija
24,Beograd Opština Vračar Crveni krst Starca Vujadina ,51,2.5,III,4,102900,2018,Premium,10.02.2021.,Agencija
25,Beograd Opština Stari grad Trg Republike despota stefana ,130,4.0,I,6,297000,2285,Premium,04.02.2021.,Agencija
26,Beograd Opština Novi Beograd Blok 67 (Belvil) Jurija Gagarina ,120,3.0,X,10,280000,2333,Premium,10.02.2021.,Agencija
27,Beograd Opština Voždovac Autokomanda Jove Ilića ,90,4.0,IV,5,240000,2667,Premium,10.02.2021.,Agencija
28,Beograd Opština Vračar Crveni krst Kajmakčalanska ,170,4.0,VI,6,500000,2941,Premium,10.02.2021.,Agencija
29,Beograd Opština Voždovac Dušanovac Danielova ,52,2.5,I,3,92000,1769,Premium,10.02.2021.,Vlasnik
30,Beograd Opština Palilula Cvijićeva Cvijićeva ,55,3.0,I,9,132000,2400,Premium,10.02.2021.,Agencija
31,Beograd Opština Palilula Cvijićeva Cvijićeva ,41,1.5,I,9,94300,2300,Premium,10.02.2021.,Agencija
32,Beograd Opština Palilula Cvijićeva Cvijićeva ,57,2.5,I,9,136800,2400,Premium,10.02.2021.,Agencija
33,Beograd Opština Zemun Donji grad Petra Kočića 14 ,8433,4.0,VPR,8,166000,1968,Premium,10.02.2021.,Investitor
34,Beograd Opština Palilula Cvijićeva Cvijićeva ,101,4.0,I,9,252500,2500,Premium,10.02.2021.,Agencija
35,Beograd Opština Vračar Bulevar kralja Aleksandra Bulevar kralja Aleksandra ,62,2.5,II,5,143000,2306,Premium,10.02.2021.,Agencija
36,Beograd Opština Novi Beograd Blok 67 (Belvil) Djordja Stanojevića ,103,4.0,VIII,13,288400,2800,Premium,10.02.2021.,Agencija
37,Beograd Opština Stari grad Centar Simina ,27,1.5,I,4,92000,3407,Premium,09.02.2021.,Agencija
38,Beograd Opština Novi Beograd Arena Antifašističke borbe ,86,3.0,II,6,197800,2300,Premium,10.02.2021.,Agencija
39,Beograd Opština Stari grad Kalemegdan Cara Uroša ,63,2.5,II,5,167000,2651,Premium,10.02.2021.,Agencija
40,Beograd Opština Novi Beograd Bežanijska kosa 2 Ljubinke Bobić ,89,2.0,V,7,149000,1674,Premium,10.02.2021.,Vlasnik
41,Beograd Opština Novi Beograd Ledine OPLENAČKA 8-10-12-14 ,1,1.5,I,2,1299,1299,Premium,07.02.2021.,Investitor
42,Beograd Opština Stari grad Centar Zmaja od Noćaja ,66,2.0,VI,6,183000,2773,Premium,10.02.2021.,Agencija
43,Beograd Opština Vračar Kalenić pijaca Hadži Ruvimova ,87,4.0,VIII,10,210000,2414,Premium,10.02.2021.,Vlasnik
44,Beograd Opština Stari grad Dorćol  Kralja Petra ,85,4.0,I,7,204000,2400,Premium,10.02.2021.,Agencija
45,Beograd Opština Novi Beograd Hotel Jugoslavija Klare Cetkin ,47,1.5,VPR,5,119900,2551,Premium,10.02.2021.,Vlasnik
46,Beograd Opština Vračar Južni bulevar Gospodara Vucica ,89,3.0,I,5,184000,2067,Premium,10.02.2021.,Agencija
47,Beograd Opština Novi Beograd Blok 67a (A blok) Uroša Martinovića ,56,2.0,II,6,162000,2893,Premium,10.02.2021.,Agencija
48,Beograd Opština Palilula Tašmajdan 27. marta ,90,4.0,VI,17,203000,2256,Premium,10.02.2021.,Agencija
49,Beograd Opština Novi Beograd Blok 67 (Belvil) Jurija Gagarina ,101,3.5,III,10,230000,2277,Premium,10.02.2021.,Agencija
50,Beograd Opština Vračar Hram svetog Save Svetog Save ,97,3.0,II,3,195000,2010,Premium,09.02.2021.,Agencija
51,Beograd Opština Voždovac Braće Jerković Vojvode Vlahovića br. 55v ,7664,3.0,I,5,99630,1300,Premium,09.02.2021.,Investitor
52,Beograd Opština Grocka Kaluđerica Vojvode Stepe Stepanovića br.52 ,3715,1.5,I,4,40850,1100,Premium,09.02.2021.,Investitor
53,Beograd Opština Zvezdara Đeram pijaca Vojvode Savatija ,100,3.0,VII,8,232000,2320,Premium,09.02.2021.,Agencija
54,Beograd Opština Zvezdara Učiteljsko naselje Paje Jovanovica 11  ,5593,2.0,I,3,92284,1650,Premium,09.02.2021.,Agencija
55,Beograd Opština Zvezdara Učiteljsko naselje Paje Jovanovica 11 ,4654,2.0,I,3,79350,1705,Premium,09.02.2021.,Agencija
56,Beograd Opština Zvezdara Učiteljsko naselje Paje Jovanovica 11 ,5593,2.0,I,3,92284,1650,Premium,09.02.2021.,Agencija
57,Beograd Opština Zvezdara Učiteljsko naselje Paje Jovanovica 11 ,6099,2.0,I,3,100633,1650,Premium,09.02.2021.,Agencija
58,Beograd Opština Zvezdara Vukov Spomenik Čelopečka ,70,3.0,I,4,135000,1929,Premium,09.02.2021.,Agencija
59,Beograd Opština Novi Beograd Blok 28 ,62,2.0,,,112500,1815,Premium,03.02.2021.,Agencija
60,Beograd Opština Voždovac FON - Bilećka Koste Jovanovića ,62,3.0,II,3,148500,2395,Premium,03.02.2021.,Agencija
61,Beograd Opština Voždovac Trošarina Joakima Rakovca ,89,3.5,II,3,165000,1854,Premium,03.02.2021.,Agencija
62,Beograd Opština Vračar Krunska ,30,1.0,I,5,86000,2867,Premium,04.02.2021.,Agencija
63,Beograd Opština Voždovac Hotel M ,60,3.0,III,3,120000,2000,Premium,04.02.2021.,Agencija
64,Beograd Opština Novi Beograd Blok 67 (Belvil) Jurija Gagarina ,120,3.5,,,280000,2333,Premium,04.02.2021.,Agencija
65,Beograd Opština Savski venac Beograd na vodi ,8188,3.0,,,225888,2759,Premium,09.02.2021.,Agencija
66,Beograd Opština Savski venac Beograd na vodi ,13595,4.0,XIII,17,611888,4501,Premium,09.02.2021.,Agencija
67,Beograd Opština Savski venac Beograd na vodi ,8925,3.0,,,733888,8223,Premium,09.02.2021.,Agencija
68,Beograd Opština Savski venac Beograd na vodi ,11424,4.0,XII,23,348888,3054,Premium,09.02.2021.,Agencija
69,Beograd Opština Palilula Tašmajdan Kneza Danila ,94,4.0,I,6,335000,3564,Premium,09.02.2021.,Agencija
70,Beograd Opština Savski venac Beograd na vodi ,28,1.0,V,17,109500,3911,Premium,09.02.2021.,Agencija
71,Beograd Opština Zvezdara Vukov Spomenik Vojvode Bogdana ,130,4.5,I,4,235000,1808,Premium,09.02.2021.,Agencija
72,Beograd Opština Stari grad Obilićev venac Obilićev venac ,84,3.0,VPR,5,250000,2976,Premium,09.02.2021.,Agencija
73,Beograd Opština Novi Beograd Blok 62 Dušana Vukasovića ,45,1.0,I,5,77000,1711,Premium,09.02.2021.,Agencija
74,Beograd Opština Zvezdara Konjarnik Ustanička ,45,1.5,VII,7,68000,1511,Premium,09.02.2021.,Agencija
75,Beograd Opština Voždovac Autokomanda Jove Ilića ,90,4.0,IV,5,240000,2667,Premium,09.02.2021.,Agencija
76,Beograd Opština Zvezdara Konjarnik Ustanička ,51,2.0,VII,7,73000,1431,Premium,09.02.2021.,Agencija
77,Beograd Opština Novi Beograd Blok 62 Jurija Gagarina ,63,2.5,IV,14,107000,1698,Premium,09.02.2021.,Agencija
78,Beograd Opština Novi Beograd Hotel Jugoslavija Karađorđev trg ,60,2.0,,,99000,1650,Premium,09.02.2021.,Agencija
79,Beograd Opština Zemun Donji grad Petra Kočića ,12744,5.0,VIII,8,246570,1935,Premium,09.02.2021.,Investitor
80,Beograd Opština Zemun Donji grad Petra Kočića ,10650,4.0,VIII,8,209272,1965,Premium,09.02.2021.,Investitor
81,Beograd Opština Vračar Kalenić pijaca Tomaša Ježa ,50,3.0,VPR,6,114500,2290,Premium,09.02.2021.,Agencija
82,Beograd Opština Voždovac Autokomanda Bulevar oslobođenja ,138,3.0,II,3,300000,2174,Premium,09.02.2021.,Agencija
83,Beograd Opština Savski venac Dedinje Mokranjčeva ,7834,3.0,III,4,172348,2200,Premium,09.02.2021.,Investitor
84,Beograd Opština Zvezdara Severni bulevar Milete Jakšića ,6037,4.0,VPR,4,133000,2203,Premium,09.02.2021.,Agencija
85,Beograd Opština Zvezdara Severni bulevar Milete Jakšića ,7723,3.0,II,4,166850,2160,Premium,04.02.2021.,Agencija
86,Beograd Opština Zvezdara Severni bulevar Milete Jakšića ,5788,3.0,III,4,125550,2169,Premium,04.02.2021.,Agencija
87,Beograd Opština Zvezdara Severni bulevar Milete Jakšića ,8206,3.0,IV,4,180400,2198,Premium,04.02.2021.,Agencija
88,Beograd Opština Rakovica Kneževac 17.oktobra ,76,3.0,PR,3,72999,961,Premium,09.02.2021.,Vlasnik
89,Beograd Opština Novi Beograd Blok 22 Milentija Popovića ,80,3.0,IV,6,154000,1925,Premium,09.02.2021.,Agencija
90,Beograd Opština Voždovac Naselje Stepa Stepanović Šumadijske divizije ,84,3.0,VI,7,162000,1929,Premium,09.02.2021.,Agencija
91,Beograd Opština Palilula Hadžipopovac Ljube Didića 16 ,91,4.0,II,4,191000,2099,Premium,09.02.2021.,Vlasnik
92,Beograd Opština Vračar Pravni fakultet Prote Mateje ,60,2.5,V,6,139000,2317,Premium,01.02.2021.,Agencija
93,Beograd Opština Vračar Kalenić pijaca Hadži Ruvimova ,90,3.0,III,6,207000,2300,Premium,08.02.2021.,Agencija
94,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,57,2.0,XII,23,185000,3246,Premium,09.02.2021.,Agencija
95,Beograd Opština Novi Beograd Hotel Jugoslavija Gramšijeva ,57,2.0,PR,6,150404,2639,Premium,09.02.2021.,Agencija
96,Beograd Opština Novi Beograd Hotel Jugoslavija Gramšijeva ,71,3.0,I,6,200654,2826,Premium,09.02.2021.,Agencija
97,Beograd Opština Zvezdara Đeram pijaca Vojvode Brane ,134,3.0,VPR,5,170000,1269,Premium,05.02.2021.,Agencija
98,Beograd Opština Grocka Kaluđerica Bulevar revolucije ,44,2.5,III,4,50000,1136,Premium,05.02.2021.,Agencija
99,Beograd Opština Zvezdara Denkova bašta Krizaniceva 12 ,105,3.5,IV,4,220000,2095,Premium,09.02.2021.,Investitor
100,Beograd Opština Novi Beograd Blok 67 (Belvil) ,120,3.0,,,280000,2333,Premium,09.02.2021.,Vlasnik
101,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,75,2.0,V,8,130000,1733,Premium,09.02.2021.,Agencija
102,Beograd Opština Novi Beograd Hotel Jugoslavija Aleksinačkih rudara ,87,3.0,IX,9,129000,1483,Premium,08.02.2021.,Agencija
103,Beograd Opština Palilula Karaburma Pere Ćetkovića ,52,2.0,IV,4,65000,1250,Premium,08.02.2021.,Agencija
104,Beograd Opština Zemun Retenzija Palmira Toljatija ,47,1.5,VPR,5,95000,2021,Premium,08.02.2021.,Agencija
105,Beograd Opština Zemun Altina Ugrinovacki put ,53,2.5,PR,3,58300,1100,Premium,08.02.2021.,Investitor
106,Beograd Opština Zemun Altina Ugrinovacki put ,66,3.5,II,3,72600,1100,Premium,08.02.2021.,Investitor
107,Beograd Opština Stari grad Centar Čika Ljubina ,100,4.0,,,310000,3100,Premium,08.02.2021.,Agencija
108,Beograd Opština Zemun Gornji grad Tršćanska ,77,3.0,II,4,140000,1818,Premium,08.02.2021.,Agencija
109,Beograd Opština Novi Beograd Blok 67 (Belvil) Bulevar Crvene Armije ,103,4.0,X,13,284900,2766,Premium,08.02.2021.,Agencija
110,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,88,3.0,III,24,325000,3693,Premium,08.02.2021.,Agencija
111,Beograd Opština Novi Beograd Fontana Narodnih heroja ,66,2.5,VPR,8,99900,1514,Premium,08.02.2021.,Agencija
112,Beograd Opština Voždovac Hotel M Mosorska ,355,5,VPR,3,495000,1394,Premium,08.02.2021.,Agencija
113,Beograd Opština Savski venac Beograd na vodi ,54,2.0,II,8,155888,2887,Premium,08.02.2021.,Agencija
114,Beograd Opština Savski venac Centar Kralja Milutina  ,96,3.5,I,4,185000,1927,Premium,08.02.2021.,Agencija
115,Beograd Opština Stari grad Atelje 212 Svetogorska ,137,4.0,,,286000,2088,Premium,08.02.2021.,Agencija
116,Beograd Opština Vračar SC Vračar Vojvode Supljikca ,67,3.0,IV,5,169000,2522,Premium,29.01.2021.,Agencija
117,Beograd Opština Vračar Hram svetog Save Stojana Protića ,76,3.0,I,3,155000,2039,Premium,08.02.2021.,Agencija
118,Beograd Opština Zvezdara Zvezdarska šuma Dragiše Lapčevića ,195,4.0,VPR,1,340000,1744,Premium,08.02.2021.,Agencija
119,Beograd Opština Savski venac Dedinje Velisava Vulovica ,141,4.0,I,3,390000,2766,Premium,08.02.2021.,Agencija
120,Beograd Opština Novi Beograd Blok 34 (Carina - Studentski grad) Bulevar Arsenija Čarnojevića ,90,3.0,V,6,200000,2222,Premium,08.02.2021.,Agencija
121,Beograd Opština Novi Beograd Ledine Oplenačka ,41,1.5,,,1299,32,Premium,01.02.2021.,Agencija
122,Beograd Opština Novi Beograd Blok 22 Bulevar Arsenija Čarnojevića ,71,2.5,I,6,100000,1408,Premium,08.02.2021.,Agencija
123,Beograd Opština Novi Beograd Blok 67a (A blok) Jurija Gagarina ,96,3.0,VI,9,300000,3125,Premium,08.02.2021.,Agencija
124,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,98,3.0,V,9,179000,1827,Premium,08.02.2021.,Agencija
125,Beograd Opština Novi Beograd Blok 65 Tadije Sondermajera ,75,3.0,IV,7,225000,3000,Premium,08.02.2021.,Agencija
126,Beograd Opština Zvezdara Bulevar kralja Aleksandra Koste Abraševića ,50,2.0,III,5,125000,2500,Premium,08.02.2021.,Agencija
127,Beograd Opština Vračar Kalenić pijaca Mileševska ,100,3.5,,,230000,2300,Premium,08.02.2021.,Agencija
128,Beograd Opština Stari grad Skupština Kosovska ,170,5,,,500000,2941,Premium,08.02.2021.,Agencija
129,Beograd Opština Savski venac Dedinje Mihaila Avramovića ,90,3.0,III,3,214500,2383,Premium,08.02.2021.,Agencija
130,Beograd Opština Vračar Krunska Krunska ,100,4.0,V,6,230000,2300,Premium,08.02.2021.,Agencija
