,Address,Size,Rooms,Floor,Total floors,Price (eur),Price per m2 (eur/m2),Type,Date,Advertiser
565,Beograd Opština Vračar Crveni krst Bregalnicka ,87,4.0,PR,6,230000,2644,Top,09.02.2021.,Agencija
566,Beograd Opština Novi Beograd Blok 64 Gandijeva ,86,3.0,X,11,126000,1465,Top,09.02.2021.,Agencija
567,Beograd Opština Palilula Višnjica Sestara Bukumirović ,50,2.0,VPR,1,55000,1100,Top,09.02.2021.,Agencija
568,Beograd Opština Palilula Profesorska kolonija Bulevar despota Stefana ,100,4.0,XV,16,165000,1650,Top,09.02.2021.,Agencija
569,Beograd Opština Novi Beograd Blok 67a (A blok) Jurija Gagarina ,95,3.0,VI,12,299000,3147,Top,09.02.2021.,Agencija
570,Beograd Opština Savski venac Dedinje Neznanog junaka ,60,2.0,III,4,117000,1950,Top,09.02.2021.,Agencija
571,Beograd Opština Voždovac Lekino brdo Debarska ,62,2.5,VPR,5,97000,1565,Top,09.02.2021.,Agencija
572,Beograd Opština Voždovac Hotel M Bilećka ,60,2.5,I,4,135000,2250,Top,09.02.2021.,Agencija
573,Beograd Opština Zemun Save Kovačevića Sava Burića ,58,2.5,VI,11,79000,1362,Top,09.02.2021.,Agencija
574,Beograd Opština Palilula Bulevar despota Stefana Bulevar despota Stefana ,54,2.0,IV,8,106000,1963,Top,09.02.2021.,Agencija
575,Beograd Opština Zemun Donji grad Petra Kočića ,7616,3.0,VIII,8,140500,1845,Top,09.02.2021.,Investitor
576,Beograd Opština Novi Beograd Blok 61 Jurija Gagarina ,50,1.5,VII,19,84000,1680,Top,09.02.2021.,Agencija
577,Beograd Opština Zemun Donji grad Petra Kočića ,11975,4.5,VIII,8,228500,1908,Top,09.02.2021.,Investitor
578,Beograd Opština Zemun Donji grad Petra Kočića ,13775,5.0,VIII,8,260520,1891,Top,09.02.2021.,Investitor
579,Beograd Opština Zemun Pregrevica Pregrevica ,53,2.0,II,3,121762,2297,Top,06.02.2021.,Agencija
580,Beograd Opština Vračar Bulevar kralja Aleksandra Sredacka ,113,3.0,I,5,295000,2611,Top,05.02.2021.,Agencija
581,Beograd Opština Čukarica Cerak Jablanička ,100,3.5,I,4,119000,1190,Top,09.02.2021.,Agencija
582,Beograd Opština Vračar Hram svetog Save Kneginje Zorke ,82,3.0,I,5,204900,2499,Top,09.02.2021.,Agencija
583,Beograd Opština Čukarica Čukarička padina Obalskih radnika ,41,1.5,IV,6,65000,1585,Top,04.02.2021.,Agencija
584,Beograd Opština Novi Beograd Blok 67a (A blok) Jurija Gagarina ,31,1.0,II,11,95000,3065,Top,09.02.2021.,Agencija
585,Beograd Opština Vračar Kalenić pijaca Njegoševa ,27,1.0,IV,4,68000,2519,Top,09.02.2021.,Agencija
586,Beograd Opština Zvezdara Bulevar kralja Aleksandra Vladimira Gortana  ,55,2.5,I,4,95000,1727,Top,09.02.2021.,Agencija
587,Beograd Opština Vračar Kalenić pijaca Mlatišumina ,74,3.0,IV,5,156000,2108,Top,09.02.2021.,Agencija
588,Beograd Opština Vračar Hram svetog Save Svetog Save ,91,3.5,VI,7,215000,2363,Top,09.02.2021.,Agencija
589,Beograd Opština Zemun Gornji grad Tršćanska ,77,3.0,II,4,140000,1818,Top,09.02.2021.,Agencija
590,Beograd Opština Vračar Kalenić pijaca Petrogradska ,68,2.0,II,5,162000,2382,Top,09.02.2021.,Agencija
591,Beograd Opština Čukarica Cerak vinogradi Jasenova ,57,1.5,VPR,6,68000,1193,Top,09.02.2021.,Agencija
592,Beograd Opština Voždovac Braće Jerković Braće Jerković ,91,3.0,X,11,99000,1088,Top,09.02.2021.,Agencija
593,Beograd Opština Voždovac FON - Bilećka Bilećka ,59,2.5,IV,4,97000,1644,Top,09.02.2021.,Agencija
594,Beograd Opština Vračar Kalenić pijaca  Mlatišumina ,27,0.5,I,3,69900,2589,Top,09.02.2021.,Agencija
595,Beograd Opština Zvezdara Lion Bulevar Kralja Aleksandra ,61,2.0,II,8,114000,1869,Top,09.02.2021.,Agencija
596,Beograd Opština Zemun Save Kovačevića Gaudijeva ,50,2.0,PR,3,68000,1360,Top,09.02.2021.,Agencija
597,Beograd Opština Zemun Save Kovačevića Bosanska ,68,2.5,VPR,3,128000,1882,Top,09.02.2021.,Agencija
598,Beograd Opština Zvezdara Konjarnik Blagajska ,65,2.0,I,4,93500,1438,Top,05.02.2021.,Agencija
599,Beograd Opština Zvezdara Severni bulevar Milete Jakšića ,2966,2.0,II,4,65260,2200,Top,04.02.2021.,Agencija
600,Beograd Opština Vračar Kalenić pijaca Njegoševa ,168,4.0,IV,6,450000,2679,Top,09.02.2021.,Agencija
601,Beograd Opština Zemun Zemun polje Devaldovih ,56,2.0,II,2,52000,929,Top,09.02.2021.,Agencija
602,Beograd Opština Zvezdara Lion Bulevar Kralja Aleksandra ,40,2.0,III,9,107000,2675,Top,09.02.2021.,Agencija
603,Beograd Opština Stari grad Bajlonijeva pijaca Venizelosova ,46,2.0,IV,6,139000,3022,Top,09.02.2021.,Agencija
604,Beograd Opština Stari grad Dorćol Gospodar Jovanova ,84,3.0,II,6,163800,1950,Top,09.02.2021.,Agencija
605,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,64,2.0,III,7,116000,1812,Top,09.02.2021.,Agencija
606,Beograd Opština Novi Beograd Blok 70a Dr Agostina Neta ,90,3.0,VIII,8,160000,1778,Top,09.02.2021.,Agencija
607,Beograd Opština Palilula Karaburma Stevana Dukića ,90,5,IV,5,92000,1022,Top,09.02.2021.,Agencija
608,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,96,3.5,X,11,155000,1615,Top,09.02.2021.,Agencija
609,Beograd Opština Savski venac Centar Kneza Miloša ,62,2.0,III,8,240000,3871,Top,09.02.2021.,Agencija
610,Beograd Opština Voždovac Lekino brdo ,28,0.5,II,4,55500,1982,Top,09.02.2021.,Agencija
611,Beograd Opština Stari grad Centar Obilićev venac ,120,4.0,II,5,349000,2908,Top,09.02.2021.,Agencija
612,Beograd Opština Čukarica Banovo brdo Petra Lekovića ,51,2.0,I,5,90000,1765,Top,09.02.2021.,Agencija
613,Beograd Opština Zemun Centar Gospodska ,165,3.5,I,2,396000,2400,Top,09.02.2021.,Vlasnik
614,Beograd Opština Novi Beograd Blok 70a Dr Agostina Neta ,66,2.0,IV,7,114900,1741,Top,09.02.2021.,Agencija
615,Beograd Opština Voždovac Vojvode Stepe Vojvode Stepe ,79,3.0,IV,7,148000,1873,Top,09.02.2021.,Agencija
616,Beograd Opština Stari grad Dorćol Mike Alasa ,72,3.0,VIII,9,139000,1931,Top,09.02.2021.,Agencija
617,Beograd Opština Zemun Save Kovačevića Šilerova ,42,1.5,VPR,3,75600,1800,Top,09.02.2021.,Agencija
618,Beograd Opština Zvezdara Dimitrija Tucovića Dimitrija Tucovića ,83,4.0,VI,7,171900,2071,Top,09.02.2021.,Agencija
619,Beograd Opština Novi Beograd Bežanijska kosa 2 Nikole Dobrovića ,60,2.0,VPR,5,105000,1750,Top,09.02.2021.,Agencija
620,Beograd Opština Novi Beograd Bežanijska kosa 3 Nedeljka Gvozdenovića ,96,3.5,III,6,150000,1562,Top,09.02.2021.,Agencija
621,Beograd Opština Stari grad Dorćol Kralja Petra ,85,4.0,I,7,204000,2400,Top,09.02.2021.,Agencija
622,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Omladinskih brigada ,66,2.0,IV,4,110900,1680,Top,09.02.2021.,Agencija
623,Beograd Opština Zvezdara Mirijevo Mirijevski venac ,60,2.0,IX,11,79500,1325,Top,09.02.2021.,Agencija
624,Beograd Opština Palilula 27. marta Stanoja Glavaša ,51,2.0,IV,6,177000,3471,Top,09.02.2021.,Agencija
625,Beograd Opština Novi Beograd Blok 19a MIlentija Popovića ,92,3.5,IV,7,168000,1826,Top,09.02.2021.,Agencija
626,Beograd Opština Savski venac Dedinje Stjepana Filipovića ,60,3.0,XI,15,110000,1833,Top,09.02.2021.,Agencija
627,Beograd Opština Zvezdara Denkova bašta Vladimira Gortana ,55,2.5,I,4,95000,1727,Top,09.02.2021.,Agencija
628,Beograd Opština Novi Beograd Hotel Jugoslavija Gramšijeva ,119,5.0,I,6,313120,2631,Top,09.02.2021.,Agencija
629,Beograd Opština Zvezdara Bulbulder Dragiše Lapčevića ,76,3.0,VPR,3,140000,1842,Top,05.02.2021.,Agencija
630,Beograd Opština Vračar Kalenić pijaca Tomaša Ježa ,99,3.0,I,5,265000,2677,Top,04.02.2021.,Agencija
631,Beograd Opština Vračar Cvetni trg Kralja Milana ,160,5,,,499000,3119,Top,09.02.2021.,Agencija
632,Beograd Opština Zemun Gornji grad Pregrevica ,50,2.0,PR,2,105840,2117,Top,09.02.2021.,Agencija
633,Beograd Opština Zemun Gornji grad Pregrevica ,55,2.0,II,2,115500,2100,Top,09.02.2021.,Agencija
634,Beograd Opština Savski venac Senjak Valtazara Bogišića ,51,2.5,I,2,110000,2157,Top,08.02.2021.,Agencija
635,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,70,3.0,XI,13,99900,1427,Top,08.02.2021.,Agencija
636,Beograd Opština Vračar Kalenić pijaca Požarevačka ,47,2.0,I,4,115000,2447,Top,08.02.2021.,Agencija
637,Beograd Opština Stari grad Dorćol Budimska ,84,4.0,I,5,230000,2738,Top,08.02.2021.,Vlasnik
638,Beograd Opština Stari grad Centar Strahinjica bana ,46,1.5,V,6,149000,3239,Top,03.02.2021.,Agencija
639,Beograd Opština Stari grad Kalemegdan Jevrejska ,159,5.0,III,4,375000,2358,Top,08.02.2021.,Agencija
640,Beograd Opština Rakovica Petlovo brdo Oplenačka ,118,5.0,I,2,112000,949,Top,08.02.2021.,Vlasnik
641,Beograd Opština Palilula Karaburma Marijane Gregoran ,34,1.5,PR,5,45000,1324,Top,08.02.2021.,Agencija
642,Beograd Opština Rakovica Labudovo brdo Serdar Janka Vukotića ,51,2.5,III,4,67000,1314,Top,08.02.2021.,Agencija
643,Beograd Opština Novi Beograd Novi Merkator Bulevar Zorana Djindjica ,25,0.5,VII,9,59700,2388,Top,08.02.2021.,Vlasnik
644,Beograd Opština Voždovac Trošarina Vojvode Stepe 395a ,5723,3.0,I,7,113300,1980,Top,08.02.2021.,Investitor
645,Beograd Opština Čukarica Žarkovo Slavonskih brigada ,84,3.0,,,99000,1179,Top,08.02.2021.,Agencija
646,Beograd Opština Palilula Karaburma Vojvode Micka Krstica br 1 ,192,4.0,VII,7,295455,1539,Top,07.02.2021.,Investitor
647,Beograd Opština Zvezdara Olimp Vjekoslava Kovača ,59,3.0,III,10,105000,1780,Top,08.02.2021.,Agencija
648,Beograd Opština Vračar Hram svetog Save Stojana Protića ,76,3.0,VPR,3,155000,2039,Top,08.02.2021.,Agencija
649,Beograd Opština Stari grad Dorćol Strahinjića Bana ,64,3.0,IV,4,119000,1859,Top,08.02.2021.,Agencija
650,Beograd Opština Stari grad Dorćol Visokog Stevana ,114,4.0,VI,7,229000,2009,Top,08.02.2021.,Agencija
651,Beograd Opština Stari grad Knez Mihailova Knez Mihailova ,195,5,V,6,460000,2359,Top,03.02.2021.,Agencija
652,Beograd Opština Vračar Crveni krst ,79,4.0,V,7,135600,1716,Top,05.02.2021.,Agencija
653,Beograd Opština Voždovac Voždovačka crkva Kostolačka        ,85,3.0,I,4,131000,1541,Top,08.02.2021.,Agencija
654,Beograd Opština Stari grad Centar Svetogorska ,45,2.0,SUT,3,75000,1667,Top,08.02.2021.,Agencija
655,Beograd Opština Savski venac Senjak Milovana Glisica ,130,4.5,II,3,220000,1692,Top,08.02.2021.,Agencija
656,Beograd Opština Novi Beograd Blok 23 Bulevar Arsenija Èarnojeviæa     ,66,2.5,X,11,108900,1650,Top,27.01.2021.,Agencija
657,Beograd Opština Voždovac Vojvode Stepe ,43,2.0,VPR,3,88000,2047,Top,03.02.2021.,Agencija
658,Beograd Opština Novi Beograd Blok 19a Milentija Popovića ,60,2.0,I,7,116500,1942,Top,08.02.2021.,Agencija
659,Beograd Opština Voždovac Lekino brdo Tetovska ,75,3.0,III,3,115000,1533,Top,08.02.2021.,Agencija
660,Beograd Opština Zvezdara Bulbulder Dimitrija Tucovića ,34,1.5,II,3,65000,1912,Top,08.02.2021.,Agencija
661,Beograd Opština Rakovica Skojevsko naselje Luke Vojvodića ,41,1.5,I,10,62000,1512,Top,08.02.2021.,Agencija
662,Beograd Opština Novi Beograd Blok 61 Jurija Gagarina        ,72,2.5,II,11,120000,1667,Top,05.02.2021.,Agencija
663,Beograd Opština Novi Beograd Arena Bulevar Arsenija Čarnojevića ,92,3.0,VI,7,270000,2935,Top,08.02.2021.,Agencija
664,Beograd Opština Novi Beograd Dr Ivana Ribara Mileve Marić Ajnštajn ,52,2.0,IV,7,98500,1894,Top,08.02.2021.,Agencija
665,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,92,2.5,X,14,173000,1880,Top,08.02.2021.,Agencija
666,Beograd Opština Rakovica Miljakovac Doktorke Andrejke ,85,3.5,VPR,2,97000,1141,Top,08.02.2021.,Agencija
667,Beograd Opština Stari grad Dorćol Zmaja od Noćaja ,119,4.5,I,4,306000,2571,Top,08.02.2021.,Agencija
668,Beograd Opština Novi Beograd Blok 62 DUŠANA VUKASOVIĆA ,45,1.0,I,5,77000,1711,Top,08.02.2021.,Agencija
669,Beograd Opština Stari grad Trg Republike Gospodar Jovanova ,40,2.0,IV,5,133000,3325,Top,08.02.2021.,Agencija
670,Beograd Opština Čukarica Golf Beogradskog bataljona ,176,5,III,4,282000,1602,Top,08.02.2021.,Agencija
671,Beograd Opština Stari grad Centar Brankova ,63,2.0,III,4,125000,1984,Top,08.02.2021.,Agencija
672,Beograd Opština Vračar Kalenić pijaca Mutapova ,53,2.0,PR,5,125000,2358,Top,08.02.2021.,Agencija
673,Beograd Opština Čukarica Košutnjak Slavonskih brigada  ,84,3.0,I,2,99000,1179,Top,08.02.2021.,Agencija
674,Beograd Opština Novi Beograd Bežanijska kosa 1 Stojana Aralice ,73,2.5,II,4,130000,1781,Top,08.02.2021.,Agencija
675,Beograd Opština Vračar Južni bulevar Braće Radovanović ,205,4.0,VII,7,595000,2902,Top,08.02.2021.,Agencija
676,Beograd Opština Čukarica Žarkovo Marine Veličković ,44,1.5,V,7,57694,1311,Top,08.02.2021.,Agencija
677,Beograd Opština Vračar Južni bulevar kod Druge ekonomske ,78,3.5,II,5,156000,2000,Top,08.02.2021.,Agencija
678,Beograd Opština Novi Beograd Blok 63 Gandijeva ,66,2.5,XIII,18,103900,1574,Top,08.02.2021.,Agencija
679,Beograd Opština Voždovac Lekino brdo Strumička  ,46,2.0,IV,4,105000,2283,Top,08.02.2021.,Agencija
680,Beograd Opština Zvezdara Đeram pijaca Marka Oreškovića ,61,2.0,V,7,125000,2049,Top,08.02.2021.,Agencija
681,Beograd Opština Vračar Krunska Krunska ,79,3.0,,,276500,3500,Top,08.02.2021.,Agencija
682,Beograd Opština Vračar Južni bulevar Južni bulevar ,102,4.0,II,9,248316,2434,Top,08.02.2021.,Agencija
683,Beograd Opština Vračar Južni bulevar Južni bulevar ,102,4.0,VII,9,281352,2758,Top,08.02.2021.,Agencija
684,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,65,2.5,VII,15,126000,1938,Top,08.02.2021.,Agencija
685,Beograd Opština Vračar Slavija Kralja Milutina ,99,3.0,III,5,220000,2222,Top,08.02.2021.,Agencija
686,Beograd Opština Stari grad Topličin venac ,100,3.0,VII,9,330000,3300,Top,08.02.2021.,Agencija
687,Beograd Opština Vračar Slavija Bulevar Oslobođenja ,127,4.5,II,3,279000,2197,Top,08.02.2021.,Agencija
688,Beograd Opština Vračar Hram svetog Save ,110,3.0,I,5,341000,3100,Top,08.02.2021.,Agencija
689,Beograd Opština Stari grad Knez Mihailova Uskočka ,83,4.0,II,5,285000,3434,Top,08.02.2021.,Agencija
690,Beograd Opština Stari grad Studentski trg Gospodar Jevremova ,155,5,II,5,440000,2839,Top,08.02.2021.,Agencija
691,Beograd Opština Vračar Kalenić pijaca ,115,4.0,I,4,320000,2783,Top,08.02.2021.,Agencija
692,Beograd Opština Stari grad Centar Strahinjica Bana ,48,2.0,V,6,149000,3104,Top,08.02.2021.,Agencija
693,Beograd Opština Vračar Krunska Resavska ,67,3.0,III,3,115000,1716,Top,08.02.2021.,Vlasnik
694,Beograd Opština Zemun Batajnica Kralja Vladislava 88 ,75,3.5,I,2,78000,1040,Top,08.02.2021.,Investitor
695,Beograd Opština Novi Beograd Bežanijska kosa 1 Danila Lekića Španca ,64,2.5,III,4,110000,1719,Top,08.02.2021.,Agencija
696,Beograd Opština Voždovac Konjarnik Ljermontovljeva ,65,2.5,XI,18,83000,1277,Top,08.02.2021.,Agencija
697,Beograd Opština Savski venac Kneza Miloša Sarajevska ,55,2.0,III,6,115000,2091,Top,08.02.2021.,Agencija
698,Beograd Opština Rakovica Kanarevo brdo Ivana Mičurina ,62,2.5,IX,11,70000,1129,Top,08.02.2021.,Agencija
699,Beograd Opština Novi Beograd Blok 19a BULEVAR ARSENIJA ČARNOJEVIĆA ,96,4.0,VPR,8,134900,1405,Top,08.02.2021.,Agencija
700,Beograd Opština Stari grad Studentski trg Simina  ,30,1.5,I,4,92000,3067,Top,08.02.2021.,Agencija
701,Beograd Opština Vračar Kalenić pijaca Petrogradska  ,47,2.0,II,4,127000,2702,Top,08.02.2021.,Agencija
702,Beograd Opština Vračar Cvetni trg Kralja Milana  ,155,5,I,5,525000,3387,Top,08.02.2021.,Agencija
703,Beograd Opština Palilula Borča Sonje Marinković ,53,2.0,IV,6,47000,887,Top,08.02.2021.,Agencija
704,Beograd Opština Stari grad Terazije Balkanska ,35,1.0,III,5,90000,2571,Top,08.02.2021.,Agencija
705,Beograd Opština Palilula Karaburma Vojvode Micka Krstića ,41,1.5,V,7,79000,1927,Top,08.02.2021.,Agencija
706,Beograd Opština Stari grad Trg Republike Skadarska ,58,3.0,VPR,5,155000,2672,Top,08.02.2021.,Agencija
707,Beograd Opština Voždovac Vojvode Stepe Gostivarska ,74,3.0,I,6,136900,1850,Top,08.02.2021.,Agencija
708,Beograd Opština Vračar Hram svetog Save Mačvanska ,72,3.0,III,4,209000,2903,Top,08.02.2021.,Agencija
709,Beograd Opština Novi Beograd Blok 62 Nehruova ,63,2.5,VPR,13,98500,1563,Top,08.02.2021.,Agencija
710,Beograd Opština Zemun Centar Masarikov trg ,68,3.0,I,2,109900,1616,Top,08.02.2021.,Agencija
711,Beograd Opština Novi Beograd Sava centar VLADIMIRA POPOVIĆA ,91,3.5,IV,8,172000,1890,Top,08.02.2021.,Agencija
712,Beograd Opština Zemun Ugrinovačka Šilerova ,5115,2.0,VPR,2,1680,33,Top,08.02.2021.,Agencija
713,Beograd Opština Zemun Centar Masarikov trg ,40,1.0,I,2,72000,1800,Top,08.02.2021.,Agencija
714,Beograd Opština Stari grad Knez Mihailova Vase Čarapića ,140,5,III,4,489000,3493,Top,08.02.2021.,Agencija
715,Beograd Opština Čukarica Banovo brdo Požeška ,61,2.0,II,9,98000,1607,Top,08.02.2021.,Agencija
716,Beograd Opština Čukarica Cerak Jablanička ,100,4.0,I,3,119000,1190,Top,08.02.2021.,Agencija
717,Beograd Opština Zvezdara Lion Kajmakčalanska ,100,3.0,IV,5,225000,2250,Top,08.02.2021.,Agencija
718,Beograd Opština Čukarica Filmski grad Arčibalda Rajsa ,69,3.5,IV,4,71900,1042,Top,08.02.2021.,Agencija
719,Beograd Opština Vračar Južni bulevar Južni bulevar ,76,2.5,V,7,145000,1908,Top,08.02.2021.,Agencija
720,Beograd Opština Savski venac Gavrila Principa Kraljevic Marka ,66,3.0,VI,9,151000,2288,Top,08.02.2021.,Agencija
721,Beograd Opština Savski venac Beograd na vodi hercegovačka ,59,2.0,II,5,210000,3559,Top,08.02.2021.,Agencija
722,Beograd Opština Čukarica Banovo brdo Toše Jovanovića ,60,2.5,VII,7,86500,1442,Top,08.02.2021.,Agencija
723,Beograd Opština Rakovica Petlovo brdo Tuzlanska ,28,0.5,II,5,32000,1143,Top,08.02.2021.,Agencija
724,Beograd Opština Zvezdara Cvetkova pijaca Podujevska ,64,3.0,I,4,115200,1800,Top,08.02.2021.,Agencija
725,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,48,2.0,I,13,76000,1583,Top,08.02.2021.,Agencija
726,Beograd Opština Vračar Krunska Kneginje Zorke ,48,2.0,IV,5,130000,2708,Top,08.02.2021.,Agencija
727,Beograd Opština Savski venac Kneza Miloša Kneza Miloša ,85,3.0,III,5,173500,2041,Top,08.02.2021.,Agencija
728,Beograd Opština Palilula Bulevar despota Stefana Čarlija Čaplina  ,127,4.5,III,4,185000,1457,Top,08.02.2021.,Agencija
729,Beograd Opština Zemun Ćukovac Inženjera Atanackovića ,56,2.0,I,2,88000,1571,Top,08.02.2021.,Agencija
730,Beograd Opština Novi Beograd Blok 64 Gandijeva  ,48,2.5,VPR,11,64900,1352,Top,08.02.2021.,Agencija
731,Beograd Opština Voždovac Vojvode Stepe Bože Jankovića ,66,2.5,II,3,143000,2167,Top,08.02.2021.,Investitor
732,Beograd Opština Zvezdara Lion Miloša Zečevića ,35,1.0,VPR,4,79000,2257,Top,08.02.2021.,Agencija
733,Beograd Opština Palilula Tašmajdan Ilije Garašanina ,101,4.0,V,5,195000,1931,Top,08.02.2021.,Agencija
734,Beograd Opština Zvezdara Cvetanova ćuprija Cvetanova Ćuprija ,37,1.5,I,4,58000,1568,Top,05.02.2021.,Vlasnik
735,Beograd Opština Stari grad Centar Francuska ,80,3.0,IV,6,265000,3312,Top,08.02.2021.,Agencija
736,Beograd Opština Zvezdara Lipov lad Trajka Stamenkovića ,35,1.5,II,5,87500,2500,Top,08.02.2021.,Investitor
737,Beograd Opština Voždovac Lekino brdo Tetovska ,65,3.0,II,3,124900,1922,Top,08.02.2021.,Agencija
738,Beograd Opština Vračar Čubura Vučedolska ,56,2.0,IV,5,129000,2304,Top,29.01.2021.,Agencija
739,Beograd Opština Voždovac Autokomanda Borisavljevićeva ,73,4.0,I,3,173800,2381,Top,08.02.2021.,Agencija
740,Beograd Opština Savski venac Beograđanka Resavska ,120,5.0,IV,5,369000,3075,Top,08.02.2021.,Agencija
741,Beograd Opština Voždovac Trošarina Pazinska 25 ,3197,1.0,,,51152,1600,Top,08.02.2021.,Investitor
742,Beograd Opština Čukarica Čukarička padina Obalskih radnika ,55,2.0,VII,8,73000,1327,Top,08.02.2021.,Agencija
743,Beograd Opština Novi Beograd Arena Španskih boraca ,130,5.0,V,5,205000,1577,Top,08.02.2021.,Agencija
744,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,96,3.5,II,14,150900,1572,Top,08.02.2021.,Agencija
745,Beograd Opština Zvezdara Cvetkova pijaca Odeska ,70,3.0,IV,4,120000,1714,Top,08.02.2021.,Agencija
746,Beograd Opština Vračar Kalenić pijaca Hadži Ruvimova  ,80,3.5,PR,12,159000,1988,Top,08.02.2021.,Agencija
747,Beograd Opština Stari grad Dorćol Knez Miletina  ,25,0.5,II,5,72000,2880,Top,08.02.2021.,Agencija
748,Beograd Opština Palilula Karaburma Juhorska ,59,3.0,IV,4,81500,1381,Top,08.02.2021.,Agencija
749,Beograd Opština Zvezdara Lion Stanislava Sremčevića ,75,3.0,II,6,149900,1999,Top,08.02.2021.,Agencija
750,Beograd Opština Vračar Crveni krst Cara Nikolaja II ,76,3.0,I,5,150000,1974,Top,08.02.2021.,Agencija
751,Beograd Opština Zvezdara Vukov Spomenik Vojvode Bogdana ,130,4.5,I,4,235000,1808,Top,08.02.2021.,Agencija
752,Beograd Opština Čukarica Cerak Šavnička ,51,2.0,I,4,65000,1275,Top,08.02.2021.,Agencija
753,Beograd Opština Stari grad Skadarlija Cara Dušana ,28,0.5,V,5,70560,2520,Top,08.02.2021.,Agencija
754,Beograd Opština Vračar Crveni krst Branka Krsmanovića ,60,2.0,II,4,130000,2167,Top,08.02.2021.,Agencija
755,Beograd Opština Vračar Kalenić pijaca Baba Višnjina ,32,1.5,VPR,4,85000,2656,Top,08.02.2021.,Agencija
756,Beograd Opština Voždovac Hotel M Bulevar oslobođenja ,79,4.0,I,3,170000,2152,Top,08.02.2021.,Agencija
757,Beograd Opština Vračar SC Vračar Cara Nikolaja II ,120,4.0,VI,6,180000,1500,Top,08.02.2021.,Agencija
758,Beograd Opština Čukarica Golf Kraljice Katarine ,47,1.5,I,6,100000,2128,Top,08.02.2021.,Agencija
759,Beograd Opština Vračar SC Vračar Mileševska ,76,2.0,V,6,190000,2500,Top,08.02.2021.,Agencija
760,Beograd Opština Zemun Prvomajska ,66,3.0,I,2,113000,1712,Top,08.02.2021.,Investitor
761,Beograd Opština Novi Beograd Blok 23 Bulevar Milutina Milankovića ,70,3.0,XVII,17,111500,1593,Top,08.02.2021.,Agencija
762,Beograd Opština Novi Beograd Blok 70a Dr Agostina Neta ,34,1.5,I,10,65990,1941,Top,08.02.2021.,Agencija
763,Beograd Opština Stari grad Dorćol Venizelosova ,25,1.5,,,53000,2120,Top,08.02.2021.,Agencija
764,Beograd Opština Palilula Centar Albanske spomenice ,28,1.0,,,55000,1964,Top,08.02.2021.,Agencija
765,Beograd Opština Stari grad Gundulićev venac Gundulićev Venac ,31,1.0,I,5,72000,2323,Top,08.02.2021.,Agencija
766,Beograd Opština Palilula Karaburma Pere Ćetkovića ,52,2.0,IV,4,65000,1250,Top,08.02.2021.,Agencija
767,Beograd Opština Voždovac Voždovačka crkva Jovana Popovića ,100,4.0,I,2,174000,1740,Top,08.02.2021.,Agencija
768,Beograd Opština Stari grad Terazije Kralja Milana ,115,3.0,IV,5,359000,3122,Top,07.02.2021.,Agencija
769,Beograd Opština Savski venac Senjak Banjičkih Žrtava ,160,4.0,I,3,365000,2281,Top,07.02.2021.,Agencija
770,Beograd Opština Zvezdara Đeram pijaca Vojvode Savatija ,81,3.0,III,5,150000,1852,Top,07.02.2021.,Agencija
771,Beograd Opština Zvezdara Bulevar kralja Aleksandra KRALJICE MARIJE ,112,3.0,IV,5,300000,2679,Top,07.02.2021.,Agencija
772,Beograd Opština Vračar Krunska Prote Mateje ,94,4.0,VPR,4,210000,2234,Top,07.02.2021.,Agencija
773,Beograd Opština Vračar Gospodara Vučića Gospodara Vučića 41 ,73,3.0,PR,7,153000,2096,Top,07.02.2021.,Investitor
774,Beograd Opština Vračar Gospodara Vučića Gospodara Vučića 41 ,7235,3.0,II,7,169000,2336,Top,07.02.2021.,Investitor
775,Beograd Opština Vračar Gospodara Vučića Gospodara Vučića 41 ,87,4.0,V,7,201000,2310,Top,07.02.2021.,Investitor
776,Beograd Opština Vračar Gospodara Vučića Gospodara Vučića 41 ,153,5.0,VI,7,328000,2144,Top,07.02.2021.,Investitor
777,Beograd Opština Vračar Gospodara Vučića Gospodara Vučića 41 ,72,3.0,III,7,144000,2000,Top,07.02.2021.,Investitor
778,Beograd Opština Novi Beograd Blok 4 (Politehnička akademija) Pariske komune ,36,1.5,V,8,84000,2333,Top,07.02.2021.,Vlasnik
779,Beograd Opština Vračar Crveni krst ,69,2.5,I,7,175950,2550,Top,07.02.2021.,Agencija
780,Beograd Opština Novi Beograd Blok 64 ,45,1.0,VI,9,102363,2275,Top,07.02.2021.,Agencija
781,Beograd Opština Vračar Crveni krst ,46,2.0,I,6,112700,2450,Top,07.02.2021.,Agencija
782,Beograd Opština Zvezdara Vukov Spomenik ,77,3.0,I,7,177100,2300,Top,07.02.2021.,Agencija
783,Beograd Opština Voždovac Vojvode Stepe ,80,4.0,V,6,148440,1856,Top,07.02.2021.,Agencija
