,Address,Size,Rooms,Floor,Total floors,Price (eur),Price per m2 (eur/m2),Type,Date,Advertiser
1564,Beograd Opština Stari grad Centar Francuska ,221,5,I,5,795000,3597,Standard,16.02.2021.,Agencija
1565,Beograd Opština Voždovac Autokomanda Admirala Vukovica ,111,4.0,III,5,205000,1847,Standard,16.02.2021.,Agencija
1566,Beograd Opština Stari grad Centar Decanska ,109,3.0,II,5,299000,2743,Standard,16.02.2021.,Agencija
1567,Beograd Opština Savski venac Beograd na vodi VERDE 108 ,79,3.0,I,23,217888,2758,Standard,16.02.2021.,Agencija
1568,Beograd Opština Vračar Kalenić pijaca Krunska ,136,4.5,VPR,2,482800,3550,Standard,16.02.2021.,Agencija
1569,Beograd Opština Vračar Kalenić pijaca Golsvordijeva ,50,2.0,I,4,139000,2780,Standard,16.02.2021.,Agencija
1570,Beograd Opština Stari grad Centar Hilandarska ,67,2.5,I,1,200000,2985,Standard,16.02.2021.,Agencija
1571,Beograd Opština Zvezdara Lion Batutova ,162,5,III,4,275000,1698,Standard,16.02.2021.,Agencija
1572,Beograd Opština Stari grad Centar Dobracina ,90,2.0,II,6,400000,4444,Standard,16.02.2021.,Agencija
1573,Beograd Opština Zvezdara Đeram pijaca Jedrenska ,26,1.0,PR,2,56000,2154,Standard,16.02.2021.,Agencija
1574,Beograd Opština Voždovac Banjica Bulevar oslobodjenja ,72,1.5,V,5,68000,944,Standard,16.02.2021.,Agencija
1575,Beograd Opština Savski venac Dedinje Jezdiceva ,70,3.0,PR,1,175000,2500,Standard,16.02.2021.,Agencija
1576,Beograd Opština Zvezdara Vukov Spomenik Ruzveltova ,106,4.0,II,7,226730,2139,Standard,16.02.2021.,Agencija
1577,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,52,2.0,VIII,9,99000,1904,Standard,16.02.2021.,Agencija
1578,Beograd Opština Stari grad Centar Terazije ,92,4.0,I,3,350000,3804,Standard,16.02.2021.,Agencija
1579,Beograd Opština Palilula Centar Cvijiceva ,60,3.0,II,4,129000,2150,Standard,16.02.2021.,Agencija
1580,Beograd Opština Palilula Centar Bulevar despota Stefana ,58,1.5,III,13,112200,1934,Standard,16.02.2021.,Agencija
1581,Beograd Opština Voždovac Autokomanda Oblakovska ,3138,1.0,VPR,3,65898,2100,Standard,16.02.2021.,Agencija
1582,Beograd Opština Savski venac Centar Admirala Geprata ,60,2.0,IV,4,112000,1867,Standard,16.02.2021.,Agencija
1583,Beograd Opština Novi Beograd Blok 63 Gandijeva ,66,2.5,VPR,6,109000,1652,Standard,16.02.2021.,Agencija
1584,Beograd Opština Voždovac Lekino brdo Ibarska ,102,2.5,III,4,150000,1471,Standard,16.02.2021.,Agencija
1585,Beograd Opština Zvezdara Denkova bašta Paje Jovanovica ,88,4.5,III,3,136400,1550,Standard,16.02.2021.,Agencija
1586,Beograd Opština Palilula Karaburma Vojvode Micka Krstica ,39,1.5,VPR,4,50000,1282,Standard,16.02.2021.,Agencija
1587,Beograd Opština Stari grad Knez Mihailova Obilicev venac ,67,2.0,VI,7,295000,4403,Standard,16.02.2021.,Agencija
1588,Beograd Opština Stari grad Dorćol Jevrejska ,110,4.5,VPR,2,219000,1991,Standard,16.02.2021.,Agencija
1589,Beograd Opština Čukarica Golf Izvorska ,80,3.0,IV,4,140000,1750,Standard,16.02.2021.,Agencija
1590,Beograd Opština Palilula Borča Hopovska ,45,2.0,III,3,45900,1020,Standard,16.02.2021.,Agencija
1591,Beograd Opština Lazarevac Lazarevac (mesto) Dimitrija Tucovića ,58,2.0,II,3,41000,707,Standard,16.02.2021.,Agencija
1592,Beograd Opština Voždovac Trošarina Vojvode Stepe ,7857,4.0,III,7,137500,1750,Standard,16.02.2021.,Agencija
1593,Beograd Opština Voždovac Trošarina Vojvode Stepe ,4163,2.0,II,7,83260,2000,Standard,16.02.2021.,Agencija
1594,Beograd Opština Voždovac Trošarina Vojvode Stepe ,4523,2.0,II,7,90460,2000,Standard,16.02.2021.,Agencija
1595,Beograd Opština Savski venac Kneza Miloša Kneza Miloša ,355,5,I,2,1360000,3831,Standard,16.02.2021.,Agencija
1596,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,90,4.0,VII,11,148000,1644,Standard,16.02.2021.,Agencija
1597,Beograd Opština Voždovac Trošarina Vojvode Stepe ,3442,1.5,VII,9,68840,2000,Standard,16.02.2021.,Agencija
1598,Beograd Opština Savski venac Dedinje Miloja Đaka ,145,4.0,,,355000,2448,Standard,16.02.2021.,Agencija
1599,Beograd Opština Voždovac Trošarina Vojvode Stepe ,6398,3.0,II,7,112000,1751,Standard,16.02.2021.,Agencija
1600,Beograd Opština Novi Beograd Blok 33 Narodnih heroja ,70,3.0,XX,30,99999,1429,Standard,15.02.2021.,Agencija
1601,Beograd Opština Stari grad Dorćol Visokog Stevana ,123,4.0,V,5,229000,1862,Standard,15.02.2021.,Agencija
1602,Beograd Opština Lazarevac Lazarevac (mesto) Karađorđeva ,65,2.0,IV,7,48000,738,Standard,15.02.2021.,Agencija
1603,Beograd Opština Voždovac Vojvode Stepe Vojvode Stepe ,62,2.5,II,6,99000,1597,Standard,15.02.2021.,Agencija
1604,Beograd Opština Savski venac Ekonomski fakultet Gavrila Principa ,53,2.0,VI,7,149000,2811,Standard,15.02.2021.,Agencija
1605,Beograd Opština Novi Beograd Blok 67 (Belvil) Jurija Gagarina ,45,1.5,II,9,134000,2978,Standard,15.02.2021.,Agencija
1606,Beograd Opština Palilula Borča Kosovopoljska ,69,3.0,I,1,50000,725,Standard,15.02.2021.,Agencija
1607,Beograd Opština Zemun Gornji grad Alaska ,62,3.0,I,2,107500,1734,Standard,15.02.2021.,Agencija
1608,Beograd Opština Rakovica Centar Kraljice Jelene ,29,1.0,II,3,41000,1414,Standard,15.02.2021.,Agencija
1609,Beograd Opština Čukarica Banovo brdo Vase Stajića ,11125,4.0,V,6,216937,1950,Standard,18.01.2021.,Agencija
1610,Beograd Opština Vračar Hram svetog Save Šumatovačka ,85,4.0,II,2,190000,2235,Standard,29.01.2021.,Agencija
1611,Beograd Opština Voždovac FON - Bilećka Kostolačka ,65,2.0,XI,12,90000,1385,Standard,01.02.2021.,Agencija
1612,Beograd Opština Čukarica Bele vode Cvećarska ,5544,3.0,I,3,83000,1497,Standard,05.02.2021.,Agencija
1613,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,56,2.0,XII,23,185000,3304,Standard,15.02.2021.,Agencija
1614,Beograd Opština Voždovac Jajinci Stojana Ljubića ,58,3.0,,,69990,1207,Standard,15.02.2021.,Agencija
1615,Beograd Opština Stari grad Skupština Kosovska ,160,5,II,4,650000,4062,Standard,15.02.2021.,Agencija
1616,Beograd Opština Grocka Kaluđerica Vladimira Rolovića ,44,2.0,II,2,43500,989,Standard,15.02.2021.,Agencija
1617,Beograd Opština Voždovac Jove Ilića Jove Ilića ,68,3.0,PR,3,136000,2000,Standard,15.02.2021.,Agencija
1618,Beograd Opština Zvezdara Konjarnik Zidarska ,51,1.5,VPR,4,82000,1608,Standard,15.02.2021.,Agencija
1619,Beograd Opština Voždovac Šumice Rimska ,54,2.5,VPR,4,110000,2037,Standard,15.02.2021.,Agencija
1620,Beograd Opština Čukarica Cerak vinogradi Lipa ,84,3.5,VII,9,102000,1214,Standard,15.02.2021.,Agencija
1621,Beograd Opština Rakovica Vidikovac Patrijarha Joanikija ,98,4.0,III,15,105000,1071,Standard,15.02.2021.,Agencija
1622,Beograd Opština Voždovac Voždovačka crkva Koste Jovanovića ,62,3.0,II,3,148500,2395,Standard,15.02.2021.,Agencija
1623,Beograd Opština Voždovac Voždovačka crkva Koste Jovanovića ,80,4.0,I,3,191500,2394,Standard,15.02.2021.,Agencija
1624,Beograd Opština Palilula Borča Ratnih vojnih invalida ,76,3.0,VI,6,45000,592,Standard,15.02.2021.,Agencija
1625,Beograd Opština Novi Beograd Arena Španskih Boraca  ,76,3.0,IV,5,148000,1947,Standard,15.02.2021.,Agencija
1626,Beograd Opština Zvezdara Zvezdarska šuma Ledinačka ,5009,2.0,III,5,92170,1840,Standard,15.02.2021.,Vlasnik
1627,Beograd Opština Palilula Poštanska štedionica Ruzveltova ,24,1.0,PR,3,50000,2083,Standard,15.02.2021.,Agencija
1628,Beograd Opština Surčin Surčin (mesto) Oplenačka-Surčin ,65,2.0,III,3,84435,1299,Standard,15.02.2021.,Agencija
1629,Beograd Opština Surčin Surčin (mesto) Oplenačka-Surčin ,45,2.0,III,3,58455,1299,Standard,15.02.2021.,Agencija
1630,Beograd Opština Surčin Surčin (mesto) Oplenačka-Surčin ,37,1.5,III,3,48100,1300,Standard,15.02.2021.,Agencija
1631,Beograd Opština Surčin Surčin (mesto) Oplenačka-Surčin ,46,2.0,III,3,59754,1299,Standard,15.02.2021.,Agencija
1632,Beograd Opština Surčin Surčin (mesto) Oplenačka-Surčin ,57,2.0,III,3,74043,1299,Standard,15.02.2021.,Agencija
1633,Beograd Opština Surčin Surčin (mesto) Oplenačka-Surčin ,62,2.5,I,3,80540,1299,Standard,15.02.2021.,Agencija
1634,Beograd Opština Surčin Surčin (mesto) Oplenačka-Surčin ,43,2.0,I,3,55860,1299,Standard,15.02.2021.,Agencija
1635,Beograd Opština Surčin Surčin (mesto) Oplenačka-Surčin ,43,1.5,II,3,55860,1299,Standard,15.02.2021.,Agencija
1636,Beograd Opština Surčin Surčin (mesto) Oplenačka-Surčin ,42,2.0,I,3,54560,1299,Standard,15.02.2021.,Agencija
1637,Beograd Opština Savski venac Beograd na vodi BW KULA ,60,2.0,,,430888,7181,Standard,15.02.2021.,Agencija
1638,Beograd Opština Savski venac Beograd na vodi AURORA ,119,4.0,X,23,323888,2722,Standard,15.02.2021.,Agencija
1639,Beograd Opština Voždovac Vojvode Stepe Vojvode Stepe ,92,3.5,VII,7,184000,2000,Standard,15.02.2021.,Agencija
1640,Beograd Opština Stari grad Skadarlija Bulevar despota Stefana ,98,3.0,VII,7,275000,2806,Standard,15.02.2021.,Agencija
1641,Beograd Opština Vračar Bulevar kralja Aleksandra Bulevar Kralja Aleksandra ,91,3.5,V,6,239500,2632,Standard,15.02.2021.,Agencija
1642,Beograd Opština Novi Beograd Fontana Pariske komune ,38,1.5,IX,9,69900,1839,Standard,20.01.2021.,Agencija
1643,Beograd Opština Novi Beograd Fontana Pariske komune ,37,1.0,I,8,71400,1930,Standard,20.01.2021.,Agencija
1644,Beograd Opština Voždovac Lekino brdo Veselina Masleše ,39,2.0,I,5,87600,2246,Standard,15.02.2021.,Agencija
1645,Beograd Opština Voždovac Lekino brdo Veselina Masleše ,33,1.0,I,5,73260,2220,Standard,15.02.2021.,Agencija
1646,Beograd Opština Voždovac Lekino brdo Veselina Masleše ,96,3.0,V,5,176650,1840,Standard,15.02.2021.,Agencija
1647,Beograd Opština Novi Beograd Blok 23 Bulevar Arsenija Čarnojevića ,86,3.5,XII,12,129000,1500,Standard,15.02.2021.,Agencija
1648,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,55,2.0,XXII,30,220000,4000,Standard,15.02.2021.,Agencija
1649,Beograd Opština Zemun Centar Radoja Dakića-Zemun ,52,2.0,II,2,84500,1625,Standard,15.02.2021.,Agencija
1650,Beograd Opština Palilula Bulevar despota Stefana Bulevar despota Stefana ,89,4.0,V,6,180000,2022,Standard,15.02.2021.,Agencija
1651,Beograd Opština Palilula Hadžipopovac Bulevar despota Stefana ,89,4.0,V,6,180000,2022,Standard,15.02.2021.,Agencija
1652,Beograd Opština Palilula Centar Bulevar despota Stefana ,89,4.0,V,6,180000,2022,Standard,15.02.2021.,Agencija
1653,Beograd Opština Vračar Čubura Đerdapska ,96,4.0,III,5,200550,2089,Standard,15.02.2021.,Agencija
1654,Beograd Opština Vračar Gradić Pejton Đerdapska ,96,4.0,III,5,200550,2089,Standard,15.02.2021.,Agencija
1655,Beograd Opština Vračar Maksima Gorkog Đerdapska ,96,4.0,III,5,200550,2089,Standard,15.02.2021.,Agencija
1656,Beograd Opština Voždovac Hotel M Bulevar Oslobođenja ,79,4.0,I,3,170000,2152,Standard,15.02.2021.,Agencija
1657,Beograd Opština Vračar Krunska Maksima Gorkog ,91,3.0,I,2,155000,1703,Standard,15.02.2021.,Agencija
1658,Beograd Opština Vračar Beogradska Maksima Gorkog ,91,3.0,I,2,155000,1703,Standard,15.02.2021.,Agencija
1659,Beograd Opština Vračar Cvetni trg Maksima Gorkog ,91,3.0,I,2,155000,1703,Standard,15.02.2021.,Agencija
1660,Beograd Opština Voždovac Centar Prešernova ,42,2.0,I,7,79650,1896,Standard,15.02.2021.,Agencija
1661,Beograd Opština Voždovac Bioskop Voždovac Prešernova ,42,2.0,I,7,79650,1896,Standard,15.02.2021.,Agencija
1662,Beograd Opština Voždovac Franš Prešernova ,42,2.0,I,7,79650,1896,Standard,15.02.2021.,Agencija
1663,Beograd Opština Voždovac Centar Prešernova ,67,3.0,II,7,126960,1895,Standard,15.02.2021.,Agencija
1664,Beograd Opština Voždovac Bioskop Voždovac Prešernova ,67,3.0,II,7,126960,1895,Standard,15.02.2021.,Agencija
1665,Beograd Opština Voždovac Franš Prešernova ,67,3.0,II,7,126960,1895,Standard,15.02.2021.,Agencija
1666,Beograd Opština Voždovac Centar Prešernova ,66,3.0,IV,7,124780,1891,Standard,15.02.2021.,Agencija
1667,Beograd Opština Voždovac Bioskop Voždovac Prešernova ,66,3.0,IV,7,124780,1891,Standard,15.02.2021.,Agencija
1668,Beograd Opština Voždovac Franš Prešernova ,66,3.0,IV,7,124780,1891,Standard,15.02.2021.,Agencija
1669,Beograd Opština Vračar Kalenić pijaca Hadži Đerina ,67,2.0,III,4,143000,2134,Standard,15.02.2021.,Agencija
1670,Beograd Opština Novi Beograd Blok 67 (Belvil) Jurija Gagarina ,96,3.0,VI,11,285000,2969,Standard,15.02.2021.,Agencija
1671,Beograd Opština Stari grad Knez Mihailova Zmaj Jovina-Stari grad ,50,2.0,VI,6,155000,3100,Standard,15.02.2021.,Agencija
1672,Beograd Opština Vračar Čubura Đerdapska ,46,2.0,PR,5,111039,2414,Standard,15.02.2021.,Agencija
1673,Beograd Opština Vračar Gradić Pejton Đerdapska ,46,2.0,PR,5,111039,2414,Standard,15.02.2021.,Agencija
1674,Beograd Opština Vračar Maksima Gorkog Đerdapska ,46,2.0,PR,5,111039,2414,Standard,15.02.2021.,Agencija
1675,Beograd Opština Vračar Čubura Đerdapska ,47,2.0,PR,5,112330,2390,Standard,15.02.2021.,Agencija
1676,Beograd Opština Vračar Gradić Pejton Đerdapska ,47,2.0,PR,5,112330,2390,Standard,15.02.2021.,Agencija
1677,Beograd Opština Vračar Maksima Gorkog Đerdapska ,47,2.0,PR,5,112330,2390,Standard,15.02.2021.,Agencija
1678,Beograd Opština Savski venac Dedinje Mokranjčeva ,132,4.0,I,4,304600,2308,Standard,15.02.2021.,Agencija
1679,Beograd Opština Savski venac Dedinje Mokranjčeva ,79,3.0,II,4,191000,2418,Standard,15.02.2021.,Agencija
1680,Beograd Opština Novi Beograd Blok 67 (Belvil) Jurija Gagarina ,31,1.0,II,11,95000,3065,Standard,15.02.2021.,Agencija
1681,Beograd Opština Stari grad Centar Palmotićeva ,52,2.0,PR,5,130000,2500,Standard,15.02.2021.,Agencija
1682,Beograd Opština Čukarica Banovo brdo Požeška ,6818,3.0,VIII,8,170450,2500,Standard,15.02.2021.,Agencija
1683,Beograd Opština Palilula Višnjička Banja Visnjicka ,86,4.0,II,2,86000,1000,Standard,15.02.2021.,Agencija
1684,Beograd Opština Novi Beograd Bežanijska kosa 3 Milana Vujaklije ,63,2.0,III,4,88000,1397,Standard,15.02.2021.,Agencija
1685,Beograd Opština Stari grad Bajlonijeva pijaca VOJVODE DOBRNJCA ,74,3.5,III,4,160000,2162,Standard,15.02.2021.,Agencija
1686,Beograd Opština Zvezdara Đeram pijaca Marka Oreškovića ,107,3.0,VI,6,270000,2523,Standard,15.02.2021.,Agencija
1687,Beograd Opština Voždovac Banjica Paunova ,98,3.0,XI,12,94000,959,Standard,15.02.2021.,Agencija
1688,Beograd Opština Rakovica Stari Košutnjak Pere Velimirovića ,91,3.5,V,6,110000,1209,Standard,15.02.2021.,Agencija
1689,Beograd Opština Rakovica Miljakovac Stevana Opačića ,94,3.0,I,3,94000,1000,Standard,15.02.2021.,Agencija
1690,Beograd Opština Savski venac Sarajevska Sarajevska ,97,4.0,III,6,227000,2340,Standard,15.02.2021.,Agencija
1691,Beograd Opština Novi Beograd Dr Ivana Ribara ,35,2.0,,,68500,1957,Standard,15.02.2021.,Agencija
1692,Beograd Opština Vračar Čubura Cerska ,95,4.0,II,4,235100,2475,Standard,15.02.2021.,Agencija
1693,Beograd Opština Zvezdara Lion Bulevar kralja Aleksandra ,83,3.0,III,7,150000,1807,Standard,15.02.2021.,Agencija
1694,Beograd Opština Novi Beograd Blok 64 Gandijeva ,29,1.5,X,12,54000,1862,Standard,15.02.2021.,Agencija
1695,Beograd Opština Zemun Cara Dušana Branka Pešića ,107,5,II,2,160000,1495,Standard,15.02.2021.,Agencija
1696,Beograd Opština Stari grad Centar Uskočka ,83,4.0,II,4,284900,3433,Standard,15.02.2021.,Agencija
1697,Beograd Opština Vračar Crveni krst Sazonova ,32,1.0,II,5,76800,2400,Standard,15.02.2021.,Agencija
1698,Beograd Opština Voždovac Lekino brdo Tetovska ,65,3.0,II,4,125000,1923,Standard,15.02.2021.,Agencija
1699,Beograd Opština Čukarica Golf Izvorska ,162,5,I,1,235000,1451,Standard,15.02.2021.,Agencija
1700,Beograd Opština Vračar Čubura Cerska ,92,4.0,I,4,227500,2473,Standard,15.02.2021.,Agencija
1701,Beograd Opština Stari grad Knez Mihailova Uskocka ,83,4.0,II,5,285000,3434,Standard,15.02.2021.,Agencija
1702,Beograd Opština Vračar Slavija Birčaninova ,106,4.0,VII,8,185000,1745,Standard,15.02.2021.,Agencija
1703,Beograd Opština Voždovac Medaković 1 Borivoja Stevanovića ,76,2.5,V,7,84900,1117,Standard,15.02.2021.,Agencija
1704,Beograd Opština Zemun Save Kovačevića xxx ,34,1.0,I,2,61500,1809,Standard,15.02.2021.,Agencija
1705,Beograd Opština Vračar Slavija Beogradska ,80,3.5,III,3,178000,2225,Standard,15.02.2021.,Agencija
1706,Beograd Opština Palilula Centar Ruzveltova ,24,1.0,PR,4,50000,2083,Standard,15.02.2021.,Agencija
1707,Beograd Opština Stari grad Zeleni venac Gavrila Principa ,33,1.0,,,91000,2758,Standard,15.02.2021.,Agencija
1708,Beograd Opština Vračar Hram svetog Save Rankeova ,90,3.0,PR,2,250000,2778,Standard,15.02.2021.,Agencija
1709,Beograd Opština Savski venac Dedinje  ,167,4.0,I,4,651000,3898,Standard,15.02.2021.,Agencija
1710,Beograd Opština Novi Beograd Blok 62 DUŠANA VUKASOVIĆA ,76,2.5,V,12,119000,1566,Standard,15.02.2021.,Agencija
1711,Beograd Opština Stari grad Skadarlija Braće Jugovića ,47,2.5,V,6,139000,2957,Standard,15.02.2021.,Agencija
1712,Beograd Opština Novi Beograd Blok 38 BULEVAR MILUTINA MILANKOVIĆA ,64,2.0,XIII,17,107000,1672,Standard,15.02.2021.,Agencija
1713,Beograd Opština Savski venac Dedinje BULEVAR KNEZA ALEKSANDRA KARAĐORĐEVIĆA ,67,3.0,PR,4,125000,1866,Standard,15.02.2021.,Agencija
1714,Beograd Opština Novi Beograd Blok 63 Jurija Gagarina ,74,2.5,XI,12,96000,1297,Standard,15.02.2021.,Agencija
1715,Beograd Opština Vračar Kalenić pijaca Hadzi Ruvimova ,85,3.5,VIII,10,215000,2529,Standard,15.02.2021.,Agencija
1716,Beograd Opština Stari grad Politika BUL. DESPOTA STEFANA ,42,1.0,II,3,98000,2333,Standard,15.02.2021.,Agencija
1717,Beograd Opština Vračar Čubura SUMATOVACKA ,38,1.5,III,4,95000,2500,Standard,15.02.2021.,Agencija
1718,Beograd Opština Novi Beograd Blok 44 (TC Piramida) GANDIJEVA ,66,2.0,V,7,109000,1652,Standard,15.02.2021.,Agencija
1719,Beograd Opština Voždovac Voždovačka crkva VOJVODE STEPE ,110,4.0,XVII,23,125000,1136,Standard,15.02.2021.,Agencija
1720,Beograd Opština Novi Beograd Blok 37 Bulevar Milutina Milankovića ,63,2.5,I,8,112000,1778,Standard,15.02.2021.,Agencija
1721,Beograd Opština Savski venac Sarajevska Sarajevska ,40,1.0,III,3,79000,1975,Standard,15.02.2021.,Agencija
1722,Beograd Opština Zemun Centar Bežanijska ,46,2.0,PSUT,2,46000,1000,Standard,15.02.2021.,Agencija
1723,Beograd Opština Voždovac Banjica BULEVAR OSLOBODJENJA ,139,3.5,VPR,4,125000,899,Standard,15.02.2021.,Agencija
1724,Beograd Opština Čukarica Banovo brdo Ščerbinova ,75,3.0,VII,9,155000,2067,Standard,15.02.2021.,Agencija
1725,Beograd Opština Rakovica Miljakovac Miljakovačke staze ,3883,1.5,PR,3,46596,1200,Standard,15.02.2021.,Agencija
1726,Beograd Opština Palilula Borča Marka Oreškovića ,48,1.5,I,2,47000,979,Standard,15.02.2021.,Agencija
1727,Beograd Opština Palilula Borča Marka Oreškovića ,40,1.5,II,2,36000,900,Standard,15.02.2021.,Agencija
1728,Beograd Opština Rakovica Miljakovac Čelebićka ,81,3.0,I,1,97900,1209,Standard,15.02.2021.,Agencija
1729,Beograd Opština Rakovica Petlovo brdo Stevana Lukovića ,45,1.5,II,3,47000,1044,Standard,15.02.2021.,Agencija
1730,Beograd Opština Rakovica Petlovo brdo Pavla Vujevića ,32,1.5,I,3,32000,1000,Standard,15.02.2021.,Agencija
1731,Beograd Opština Savski venac Dedinje  ,90,3.0,I,4,351000,3900,Standard,15.02.2021.,Agencija
1732,Beograd Opština Novi Beograd Fontana Pariske komune ,36,1.5,V,8,87000,2417,Standard,15.02.2021.,Agencija
1733,Beograd Opština Vračar Kalenić pijaca BRACE RADOVANOVIC ,75,4.0,III,3,145000,1933,Standard,15.02.2021.,Agencija
1734,Beograd Opština Voždovac Lekino brdo Davida Pajica ,117,4.0,III,4,159000,1359,Standard,15.02.2021.,Agencija
1735,Beograd Opština Vračar Crveni krst Metohijska ,109,4.0,I,5,199000,1826,Standard,15.02.2021.,Agencija
1736,Beograd Opština Čukarica Cerak Jablanička ,100,3.5,III,4,115000,1150,Standard,15.02.2021.,Agencija
1737,Beograd Opština Vračar Južni bulevar Gospodara Vučića ,8443,4.0,V,7,185746,2200,Standard,15.02.2021.,Agencija
1738,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,55,2.0,XII,23,185000,3364,Standard,15.02.2021.,Agencija
1739,Beograd Opština Savski venac Savski trg - Pristanište Balkanska ,91,3.0,VII,8,245000,2692,Standard,15.02.2021.,Agencija
1740,Beograd Opština Čukarica Bele vode Leposave Vujošević ,21,3.0,VPR,1,29000,1381,Standard,15.02.2021.,Agencija
1741,Beograd Opština Vračar Kalenić pijaca Požarevačka ,80,3.0,IV,5,150000,1875,Standard,15.02.2021.,Agencija
1742,Beograd Opština Voždovac Braće Jerković Dimitrija Marinkovića ,112,4.0,I,2,229000,2045,Standard,15.02.2021.,Agencija
1743,Beograd Opština Zemun Save Kovačevića Dragana Rakića ,115,4.0,PR,3,149500,1300,Standard,15.02.2021.,Agencija
1744,Beograd Opština Vračar Hram svetog Save Stojana Protića ,76,3.0,VPR,3,154900,2038,Standard,15.02.2021.,Agencija
1745,Beograd Opština Novi Beograd Paviljoni Tošin Bunar ,65,2.0,I,4,107000,1646,Standard,15.02.2021.,Agencija
